iter	RMSE
167	0.07444534212
168	0.07422474964
169	0.07410019551
170	0.0739564978
171	0.07378788336
172	0.07373963388
173	0.07370379625
174	0.07356218581
175	0.0735313074
176	0.07325258428
177	0.07311550241
178	0.07296899835
179	0.07273292158
180	0.07250411412
181	0.07235271119
182	0.07221036155
183	0.07185244823
184	0.07153757362
185	0.07131901755
186	0.07110241152
187	0.07076831508
188	0.070513728
189	0.07033848394
190	0.07019964011
191	0.07014214627
192	0.0699063629
193	0.06967169342
194	0.06941692278
195	0.06926627737
196	0.06916064871
197	0.06897409293
198	0.0688035649
199	0.06859020652
200	0.06839181334
201	0.06815028249
202	0.06790067071
203	0.06787627402
204	0.06765299944
205	0.06753378413
206	0.06733361356
207	0.0671372236
208	0.06699037259
209	0.06683733213
210	0.06658321183
211	0.06640024235
212	0.06625039482
213	0.06614072786
214	0.06599771991
215	0.06586352998
216	0.06564459401
217	0.06548604845
218	0.06528539298
219	0.06508337114
220	0.06495708838
221	0.06478241006
222	0.06469661536
223	0.06466850331
224	0.06463491201
225	0.0643918549
226	0.06426310361
227	0.06411926159
228	0.063939886
229	0.06377445603
230	0.06359424724
231	0.06340551153
232	0.06339238542
233	0.06325453717
234	0.06309261983
235	0.06288364032
236	0.06260052879
237	0.06242873043
238	0.06230263895
239	0.06225851346
240	0.0619915696
241	0.06182921081
242	0.06166354572
243	0.06150196786
244	0.06129304816
245	0.06113378129
246	0.06102433307
247	0.0610028585
248	0.06099266385
249	0.06078949549
250	0.0607079807
251	0.06061268168
252	0.06048357481
253	0.06037633554
254	0.06031866906
255	0.06016084965
256	0.0600546525
257	0.05981932172
258	0.05964425914
259	0.05948392177
260	0.05935791671
261	0.05926164309
262	0.05910006911
263	0.05894738232
264	0.05873499302
265	0.05856765938
266	0.05837768955
267	0.05822420188
268	0.05804196208
269	0.05781038239
270	0.05763154841
271	0.0575222045
272	0.05737253263
273	0.05721566147
274	0.05699547295
275	0.05691366803
276	0.0567301424
277	0.05658275275
278	0.05647818732
279	0.05630574211
280	0.05621580403
281	0.05600281155
282	0.05580812316
283	0.05562716448
284	0.05560657786
285	0.0554915614
286	0.05543742932
287	0.05533111047
288	0.05511077994
289	0.05488753176
290	0.0548003583
291	0.05461929482
292	0.05449846603
293	0.05439096619
294	0.05426153581
295	0.05404386065
296	0.05394714506
297	0.05379383121
298	0.05360249776
299	0.0533717329
300	0.05317934973
301	0.05302820387
302	0.05287100804
303	0.05278573902
304	0.05265609644
305	0.05263939338
306	0.05246597171
307	0.05245391692
308	0.05234877342
309	0.05222976825
310	0.05207078448
311	0.05189465796
312	0.05179818618
313	0.05178670372
314	0.05170425509
315	0.05156168447
316	0.05136216944
317	0.05124426434
318	0.05120142024
319	0.05119373258
320	0.05111382668
321	0.05098026649
322	0.05089269165
323	0.05075903072
324	0.05066204174
325	0.05054980706
326	0.050407654
327	0.05028501904
328	0.05012874102
329	0.04995087719
330	0.04990662829
331	0.04989911427
332	0.04978067314
333	0.04963748655
334	0.04951443895
335	0.04942644226
336	0.04934013716
337	0.04922537707
338	0.04918574045
339	0.0490193752
340	0.04899820554
341	0.04885741086
342	0.04874119777
343	0.0486947619
344	0.04863637107
345	0.04860062574
346	0.04859410568
347	0.04850504607
348	0.04838017682
349	0.04827905384
350	0.04814000746
351	0.04809277527
352	0.04791806456
353	0.04787854293
354	0.04781755617
355	0.04781123515
356	0.04763137061
357	0.04751207546
358	0.04742652149
359	0.04726066089
360	0.04716219949
361	0.04709582629
362	0.04698931285
363	0.04693248417
364	0.04683320214
365	0.04668330502
366	0.04661903967
367	0.04652119764
368	0.0463897364
369	0.04625304837
370	0.04615213592
371	0.04603164027
372	0.04590378148
373	0.04577820475
374	0.04570205646
375	0.0456328682
376	0.0455099767
377	0.04544336207
378	0.04538619263
379	0.0452748057
380	0.04519900976
381	0.04514689009
382	0.04506931674
383	0.04487879117
384	0.04478658549
385	0.04470282294
386	0.04455874086
387	0.04449843384
388	0.04440535901
389	0.04435787339
390	0.0443006701
391	0.04418137318
392	0.0441135623
393	0.04405639352
394	0.04397628932
395	0.04394156365
396	0.04379139728
397	0.04366367172
398	0.04356334849
399	0.04351469476
400	0.04341435588
401	0.04337193324
402	0.04326617665
403	0.04317272586
404	0.04311204704
405	0.04301007608
406	0.0428623706
407	0.04274740344
408	0.04262336024
409	0.04256577697
410	0.04244807757
411	0.04243573196
412	0.04242685897
413	0.04234537116
414	0.04227541479
415	0.0422292972
416	0.04212000295
417	0.04204920138
418	0.04203921368
419	0.04195224247
420	0.04179197313
421	0.04170839045
422	0.04169336018
423	0.04161399971
424	0.04150349966
425	0.04142816583
426	0.04130340426
427	0.04129772044
428	0.04128887596
429	0.04114810361
430	0.04108781631
431	0.04102573888
432	0.04092541744
433	0.0408655327
434	0.04075245253
435	0.04070611094
436	0.04062359124
437	0.04054007457
438	0.04044305091
439	0.0403938087
440	0.040262774
441	0.04020431794
442	0.04015921362
443	0.04005607981
444	0.0400023459
445	0.03992433382
446	0.03980806356
447	0.03971123925
448	0.03967102573
449	0.03956510269
450	0.03950246119
451	0.03938514386
452	0.03931973306
453	0.03918373976
454	0.03911446618
455	0.03910669512
456	0.03900858213
457	0.03891569773
458	0.03884001211
459	0.03874946691
460	0.03872682978
461	0.03863785544
462	0.03852958885
463	0.03849272721
464	0.03843995058
465	0.03835040913
466	0.0382493741
467	0.03814727809
468	0.03803921559
469	0.03798399297
470	0.03788257755
471	0.03778369522
472	0.03768527229
473	0.03766553904
474	0.03754383045
475	0.03747116329
476	0.03736721011
477	0.03722553379
478	0.03715471782
479	0.0371098925
480	0.03701949939
481	0.03699951125
482	0.03692852935
483	0.03690052577
484	0.03686690862
485	0.03683765783
486	0.03677195579
487	0.03669637966
488	0.03660983723
489	0.03652923868
490	0.03641495877
491	0.03630947913
492	0.03622866328
493	0.03618732403
494	0.03618060907
495	0.03617593116
496	0.03617060063
497	0.03605266765
498	0.03593922225
499	0.03586619685
500	0.0357784224
501	0.0357173161
502	0.03563460018
503	0.03556777503
504	0.03553718867
505	0.03547949071
506	0.03544859565
507	0.03536577345
508	0.03529351651
509	0.03516396859
510	0.035137689
511	0.03513163787
512	0.03505505664
513	0.03496286638
514	0.03495298244
515	0.03488317128
516	0.03481591077
517	0.03475905258
518	0.03468725264
519	0.03462800396
520	0.03455507675
521	0.0344926053
522	0.03448699824
523	0.03446130122
524	0.03442628343
525	0.03430057499
526	0.03427739423
527	0.03422294287
528	0.03414001232
529	0.03407721712
530	0.03402515066
531	0.03395708665
532	0.03388804286
533	0.03383057782
534	0.03374174155
535	0.03369896842
536	0.03369350418
537	0.03359932822
538	0.03351020767
539	0.03347624371
540	0.03340546485
541	0.03333913047
542	0.03327844293
543	0.03314480994
544	0.0330794656
545	0.03300833436
546	0.03298113495
547	0.03297418231
548	0.03291892304
549	0.03287796254
550	0.03283494724
551	0.03277432697
552	0.03269226245
553	0.03261053474
554	0.03248668464
555	0.03240089909
556	0.03232871619
557	0.03225977624
558	0.03213075248
559	0.03205815652
560	0.03200541036
561	0.03191330592
562	0.03185516214
563	0.03177861218
564	0.03169928253
565	0.03166808271
566	0.03159845979
567	0.03156950949
568	0.03153038739
569	0.03143985887
570	0.0314352302
571	0.03140121066
572	0.03138209283
573	0.03134367638
574	0.03128317022
575	0.03127875978
576	0.03118954578
577	0.03110286425
578	0.03106955582
579	0.03105622076
580	0.03103246073
581	0.03093901783
582	0.03086960182
583	0.03076865153
584	0.0306816068
585	0.03063385664
586	0.03054821663
587	0.0305433003
588	0.03052862028
589	0.03041094518
590	0.03040778047
591	0.03034949891
592	0.030300513
593	0.03023706225
594	0.03015242595
595	0.03012745232
596	0.03005439673
597	0.02999103169
598	0.02993462981
599	0.02982143705
600	0.02978814345
601	0.02973719193
602	0.02966828523
603	0.02961724084
604	0.02959887007
605	0.02953914157
606	0.02947720272
607	0.02945296363
608	0.02938723198
609	0.02932368568
610	0.0292707227
611	0.02925330788
612	0.02924699921
613	0.02919608336
614	0.02915299459
615	0.02911220282
616	0.02901536817
617	0.0289680272
618	0.02891618775
619	0.02886835929
620	0.02880609815
621	0.02875128303
622	0.02874808014
623	0.02869340908
624	0.02869131834
625	0.02861280228
626	0.02855742164
627	0.02855419445
628	0.02850121313
629	0.02841012152
630	0.02839410858
631	0.02829649951
632	0.02827205308
633	0.02822033767
634	0.02819453609
635	0.02813357796
636	0.02806571912
637	0.02801850244
638	0.02791833759
639	0.02785645908
640	0.0278250864
641	0.02772978516
642	0.02767515648
643	0.02758389594
644	0.02757687327
645	0.02753491766
646	0.0274833898
647	0.02743449421
648	0.02737087489
649	0.02733510539
650	0.02731097602
651	0.02729010533
652	0.02724723379
653	0.02719780387
654	0.0271607135
655	0.02715797564
656	0.02706991171
657	0.02700401569
658	0.02699709631
659	0.02692227154
660	0.02685809248
661	0.02680898381
662	0.02674191221
663	0.02669822002
664	0.02664249242
665	0.02658414186
666	0.02653052087
667	0.02648081524
668	0.02642401097
669	0.02637812558
670	0.02630244765
671	0.02624969477
672	0.02616896225
673	0.02615702295
674	0.02612562845
675	0.02604855058
676	0.02604541418
677	0.02600886245
678	0.02594871431
679	0.02590740854
680	0.0258742081
681	0.02584604961
682	0.02582286402
683	0.02578173789
684	0.02573412085
685	0.02565021867
686	0.02563513108
687	0.02560413571
688	0.02556354841
689	0.02551920328
690	0.02550593162
691	0.02544536334
692	0.02541242257
693	0.02540181586
694	0.02538980974
695	0.0253038905
696	0.02526526733
697	0.02520253803
698	0.0251858779
699	0.02518236759
700	0.02514547204
701	0.02509365685
702	0.02506202141
703	0.02502078017
704	0.02496197178
705	0.02492469911
706	0.02491784544
707	0.02488557087
708	0.02481895986
709	0.0247869606
710	0.02474754092
711	0.02468185605
712	0.02460839285
713	0.0245741934
714	0.02454411075
715	0.02451307215
716	0.02450814583
717	0.02447707358
718	0.02446639045
719	0.02443579007
720	0.02442001207
721	0.02438531293
722	0.0243490934
723	0.02431518057
724	0.02425716419
725	0.02422690659
726	0.0241680064
727	0.0241052965
728	0.02404419561
729	0.02397995145
730	0.02397602592
731	0.02391580052
732	0.02387264913
733	0.02382027582
734	0.02381756293
735	0.02375863772
736	0.02370181393
737	0.02364809672
738	0.02364638582
739	0.02360321297
740	0.02356539913
741	0.02352218942
742	0.02349932647
743	0.02346182644
744	0.02343952497
745	0.02339036778
746	0.02338535461
747	0.02332700752
748	0.02332409668
749	0.02330030573
750	0.02326012101
751	0.02315463678
752	0.02310784577
753	0.02309328222
754	0.02304380719
755	0.02298813995
756	0.02295355678
757	0.02291404055
758	0.02288606071
759	0.02281746285
760	0.02275504216
761	0.02272951973
762	0.02272760692
763	0.02266905806
764	0.02263584951
765	0.02259490617
766	0.02254539666
767	0.022503764
768	0.02249939471
769	0.02247259119
770	0.02242799819
771	0.02236666368
772	0.02231327258
773	0.02227570474
774	0.02222773038
775	0.02217263711
776	0.02209987563
777	0.02206584004
778	0.02202770227
779	0.02200312613
780	0.02194342327
781	0.02191217227
782	0.02188550738
783	0.02183435461
784	0.02179376372
785	0.02177373033
786	0.02177054578
787	0.02174148213
788	0.02171840331
789	0.02167931919
790	0.02162622953
791	0.02159697719
792	0.02154121667
793	0.02148923907
794	0.02147380421
795	0.02140648648
796	0.02140503146
797	0.02137516502
798	0.02132865699
799	0.02128938129
800	0.02123902882
801	0.02119787419
802	0.02118915645
803	0.0211469107
804	0.02109803373
805	0.02108893181
806	0.02104437825
807	0.02102414789
808	0.02099715862
809	0.02096522505
810	0.02093202471
811	0.0209009728
812	0.02088172879
813	0.02085932337
814	0.02081017007
815	0.02078024555
816	0.02070436403
817	0.02064893556
818	0.02057571155
819	0.02055407393
820	0.02053394932
821	0.0205076273
822	0.0204813353
823	0.0204563591
824	0.02045441885
825	0.02045196795
826	0.02042981323
827	0.02038634259
828	0.02036281214
829	0.02032397305
830	0.02027534027
831	0.02022767515
832	0.02020403424
833	0.02016046214
834	0.02014783106
835	0.02012316743
836	0.02008354371
837	0.02005886981
838	0.02003294783
839	0.0200028898
840	0.02000115365
841	0.01998948654
842	0.01997347614
843	0.0199386004
844	0.01988791085
845	0.01986423096
846	0.01984015448
847	0.01981483955
848	0.01977342503
849	0.01976845294
850	0.01972214553
851	0.01967992702
852	0.01965266449
853	0.01961110503
854	0.01956998058
855	0.01953542583
856	0.01948810589
857	0.01944014157
858	0.0194005439
859	0.01938958502
860	0.01937087745
861	0.0193313621
862	0.01930464308
863	0.01924798185
864	0.01920780565
865	0.01917989754
866	0.01912630236
867	0.01912499608
868	0.01912361561
869	0.01908617705
870	0.01904125331
871	0.01901270326
872	0.01896830751
873	0.0189261547
874	0.0188966549
875	0.0188558831
876	0.01881326826
877	0.01879996717
878	0.01879740582
879	0.01876034685
880	0.01873300978
881	0.01870954658
882	0.01869479844
883	0.01868872553
884	0.01865118944
885	0.01865029207
886	0.01861734685
887	0.01858805834
888	0.01856533919
889	0.01853375983
890	0.01851760312
891	0.01848894098
892	0.0184702032
893	0.01845458504
894	0.01845148818
895	0.0184155706
896	0.01838193447
897	0.01836487298
898	0.01834149186
899	0.01829343575
900	0.01825721594
901	0.01823648524
902	0.01823514751
903	0.01823311771
904	0.01817226202
905	0.01811822305
906	0.01811073056
907	0.01808765117
908	0.01804047519
909	0.0179898646
910	0.01795703826
911	0.01791807158
912	0.01788616137
913	0.01787397503
914	0.01786507486
915	0.01781818665
916	0.0177837155
917	0.01774850883
918	0.01774678411
919	0.01774127699
920	0.01771454443
921	0.01770544801
922	0.0176611715
923	0.01765402686
924	0.01761918315
925	0.01757020793
926	0.01753569852
927	0.01751485008
928	0.01748543806
929	0.01747015631
930	0.01745750678
931	0.01742582028
932	0.01742400672
933	0.01738627535
934	0.01738483861
935	0.0173506678
936	0.01734030161
937	0.01732736611
938	0.01731535837
939	0.01728122144
940	0.01725003029
941	0.01722047041
942	0.01719077458
943	0.01716778063
944	0.01714215717
945	0.01710947034
946	0.0170524214
947	0.01701956983
948	0.0170166059
949	0.01701142417
950	0.01700952054
951	0.01700886428
952	0.01700393656
953	0.01698713066
954	0.01695814683
955	0.01694994435
956	0.01691471746
957	0.01691306287
958	0.01687525448
959	0.01684152513
960	0.01681783625
961	0.01680536842
962	0.01679046471
963	0.01676690294
964	0.01673896499
965	0.01671077182
966	0.01668546177
967	0.0166513597
968	0.0166438587
969	0.01662332804
970	0.01660648194
971	0.01657453787
972	0.01655619549
973	0.01651683225
974	0.01649444964
975	0.01648531422
976	0.01644262475
977	0.01640548553
978	0.01638914593
979	0.01635322109
980	0.01632018061
981	0.01629651982
982	0.01625851327
983	0.01623541483
984	0.01621438916
985	0.01619013455
986	0.01617296924
987	0.01616886965
988	0.01614592131
989	0.01611471046
990	0.01608764816
991	0.01607132015
992	0.01606123695
993	0.0160170024
994	0.01600120344
995	0.01597783032
996	0.01593345337
997	0.01590636456
998	0.01588764747
999	0.0158779803
